strain	clade
a/commonpochard/shanxi/16b/2015|h5n1|KP715072|northern_hemisphere|china|china|commonpochard|common_pochard|anseriforme|avian|2015-01-06|2015-01-06	2.3.2.1c
a/muscovyduck/vietnam/ncvd_ka395/2012|h5n1|KP097914|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2012-10-15|2012-10-15	2.3.2.1c
a/japanesewhite_eye/taoyuan/q454/2012|h5n1|KC535009|northern_hemisphere|china|taiwan|japanesewhite_eye|japanesewhite_eye|other|avian|2012-07-12|2012-07-12	2.3.2.1c
a/muscovyduck/vietnam/lbm330/2013|h5n1|AB827991|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2013-01-07|2013-01-07	2.3.2.1c
a/duck/khanhhoa/cvvi_33/2014|h5n1|KM821638|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2014-02-10|2014-02-10	2.3.2.1c
a/chicken/korea/ys171/2011|h5n1|JN807982|northern_hemisphere|japan_korea|south_korea|chicken|chicken|galliforme|avian|2011-01-XX|2011-01	2.3.2.1c
a/peregrinefalcon/tochigi/15/2011|h5n1|AB617579|northern_hemisphere|japan_korea|japan|peregrinefalcon|peregrine_falcon|neoave|avian|2011-02-XX|2011-02	2.3.2.1c
a/greatblack_headedgull/1/2009|h5n1|HQ020369|northern_hemisphere|china|china|avian|bird|other|avian|2009-05-XX|2009-05	2.3.2.1c
a/chicken/shimane/1/2010|h5n1|AB684240|northern_hemisphere|japan_korea|japan|chicken|chicken|galliforme|avian|2010-11-XX|2010-11	2.3.2.1c
a/chicken/miyazaki/n7/2011|h5n1|AB684246|northern_hemisphere|japan_korea|japan|chicken|chicken|galliforme|avian|2011-01-XX|2011-01	2.3.2.1c
a/duck/khanhhoa/cvvi_17/2013|h5n1|KM821622|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2013-03-04|2013-03-04	2.3.2.1c
a/chicken/jiangsu/2477/2014|h5n1|KP762509|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2014-06-17|2014-06-17	2.3.2.1c
a/tundraswan/mongolia/1t/2010|h5n1|CY098292|northern_hemisphere|west_asia|mongolia|tundraswan|tundra_swan|anseriforme|avian|2010-05-18|2010-05-18	2.3.2.1c
a/duck/konawe/bbvm19/2013|h5n1|KP742905|tropical|southeast_asia|indonesia|duck|duck|anseriforme|avian|2013-01-XX|2013-01	2.3.2.1c
a/environment/vietnam/hu3_1485/2015|h5n1|LC167774|tropical|southeast_asia|vietnam|environment|environment|environment|environment|2015-08-15|2015-08-15	2.3.2.1c
a/duck/hulusungaiselatan/0514112/2014|h5n1|KP742914|tropical|southeast_asia|indonesia|duck|duck|anseriforme|avian|2014-03-XX|2014-03	2.3.2.1c
a/hoodedcrane/kagoshima/4612j008/2010|h5n1|AB677931|northern_hemisphere|japan_korea|japan|hoodedcrane|hooded_crane|neoave|avian|2010-12-24|2010-12-24	2.3.2.1c
a/environment/changsha/3/2009|h5n1|JN543375|northern_hemisphere|china|china|environment|environment|environment|environment|2009-07-03|2009-07-03	2.3.2.1c
a/muscovyduck/vietnam/hu3_584/2015|h5n1|LC167558|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2015-08-15|2015-08-15	2.3.2.1c
a/chicken/vietnam/hu3_737/2015|h5n1|LC167614|tropical|southeast_asia|vietnam|chicken|chicken|galliforme|avian|2015-08-15|2015-08-15	2.3.2.1c
a/chicken/tulungagung/bbvw414_03/2013|h5n1|KP742904|tropical|southeast_asia|indonesia|chicken|chicken|galliforme|avian|2013-03-XX|2013-03	2.3.2.1c
a/muscovyduck/vietnam/hu3_1079/2015|h5n1|LC167702|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2015-08-15|2015-08-15	2.3.2.1c
a/duck/khanhhoa/cvvi_15/2013|h5n1|KM821620|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2013-03-01|2013-03-01	2.3.2.1c
a/eurasianeagleowl/korea/q178/2011|h5n1|JN807973|northern_hemisphere|japan_korea|south_korea|eurasianeagleowl|Eurasian_eagle-owl|neoave|avian|2011-02-XX|2011-02	2.3.2.1c
a/wildduck/jilin/zf/2011|h5n1|JX534581|northern_hemisphere|china|china|wildduck|duck|anseriforme|avian|2011-04-26|2011-04-26	2.3.2.1c
a/peregrinefalcon/miyazaki/22m684/2011|h5n1|AB747135|northern_hemisphere|japan_korea|japan|peregrinefalcon|peregrine_falcon|neoave|avian|2011-02-02|2011-02-02	2.3.2.1c
a/duck/tabalong/0514117/2014|h5n1|KP742910|tropical|southeast_asia|indonesia|duck|duck|anseriforme|avian|2014-03-XX|2014-03	2.3.2.1c
a/duck/quangninh/13c1_2_1/2013|h5n2|LC010704|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2013-04-10|2013-04-10	2.3.2.1c
a/chicken/miyazaki/9/2011|h5n1|AB684251|northern_hemisphere|japan_korea|japan|chicken|chicken|galliforme|avian|2011-02-XX|2011-02	2.3.2.1c
a/muscovyduck/longan/86/2014|h5n1|LC010744|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2014-07-12|2014-07-12	2.3.2.1c
a/muscovyduck/vietnam/hu3_575/2015|h5n1|LC167542|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2015-08-15|2015-08-15	2.3.2.1c
a/muscovyduck/vietnam/lbm228/2012|h5n1|AB786684|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2012-XX-XX|2012	2.3.2.1c
a/muscovyduck/longan/87/2014|h5n1|LC010752|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2014-07-12|2014-07-12	2.3.2.1c
a/duck/berau/bppv5_0513022_a/2013|h5n1|KP742886|tropical|southeast_asia|indonesia|duck|duck|anseriforme|avian|2013-01-XX|2013-01	2.3.2.1c
a/duck/korea/as117/2011|h5n1|JN807984|northern_hemisphere|japan_korea|south_korea|duck|duck|anseriforme|avian|2011-01-XX|2011-01	2.3.2.1c
a/chicken/mie/2/2011|h5n1|AB684258|northern_hemisphere|japan_korea|japan|chicken|chicken|galliforme|avian|2011-02-XX|2011-02	2.3.2.1c
a/greatblack_headedgull/qinghai/3/2009|h5n1|HQ020371|northern_hemisphere|china|china|greatblack_headedgull|black-headed_gull|neoave|avian|2009-05-XX|2009-05	2.3.2.1c
a/duck/vietnam/oie_2212/2012|h5n1|AB780494|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2012-08-11|2012-08-11	2.3.2.1c
a/chicken/korea/ic546/2011|h5n1|JN807978|northern_hemisphere|japan_korea|south_korea|chicken|chicken|galliforme|avian|2011-02-XX|2011-02	2.3.2.1c
a/chicken/khanhhoa/cvvi_02/2013|h5n1|KM821607|tropical|southeast_asia|vietnam|chicken|chicken|galliforme|avian|2013-01-02|2013-01-02	2.3.2.1c
a/whooperswan/mongolia/11/2010|h5n1|AB569607|northern_hemisphere|west_asia|mongolia|whooperswan|whooper_swan|anseriforme|avian|2010-05-XX|2010-05	2.3.2.1c
a/eurasianeagleowl/korea/23/2010|h5n1|JQ710457|northern_hemisphere|japan_korea|south_korea|eurasianeagleowl|Eurasian_eagle-owl|neoave|avian|2010-11-26|2010-11-26	2.3.2.1c
a/chicken/miyazaki/t10/2011|h5n1|AB684244|northern_hemisphere|japan_korea|japan|chicken|chicken|galliforme|avian|2011-01-XX|2011-01	2.3.2.1c
a/chicken/aichi/2/2011|h5n1|AB684255|northern_hemisphere|japan_korea|japan|chicken|chicken|galliforme|avian|2011-02-XX|2011-02	2.3.2.1c
a/duck/khanhhoa/cvvi_10/2013|h5n1|KM821615|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2013-01-18|2013-01-18	2.3.2.1c
a/chicken/miyazaki/8/2011|h5n1|AB684250|northern_hemisphere|japan_korea|japan|chicken|chicken|galliforme|avian|2011-02-XX|2011-02	2.3.2.1c
a/hoodedcrane/kagoshima/1/2010|h5n1|AB760239|northern_hemisphere|japan_korea|japan|hoodedcrane|hooded_crane|neoave|avian|2010-XX-XX|2010	2.3.2.1c
a/whooperswan/hokkaido/13_21/2011|h5n1|AB629708|northern_hemisphere|japan_korea|japan|whooperswan|whooper_swan|anseriforme|avian|2011-01-XX|2011-01	2.3.2.1c
a/grebe/tyva/3/2009|h5n1|GQ386142|northern_hemisphere|west_asia|russia|grebe|grebe|neoave|avian|2009-06-22|2009-06-22	2.3.2.1c
a/ruddyshelduck/mongolia/x63/2009|h5n1|AB523368|northern_hemisphere|west_asia|mongolia|ruddyshelduck|Ruddy_shelduck|anseriforme|avian|2009-07-XX|2009-07	2.3.2.1c
a/muscovyduck/vietnam/hu3_z2/2015|h5n1|LC167790|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2015-08-15|2015-08-15	2.3.2.1c
a/duck/hunan/15/2004|h5n1|EF670479|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2004-01-28|2004-01-28	2.3.3
a/duck/hunan/69/2004|h5n1|HM172098|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2004-XX-XX|2004	2.3.3
a/chicken/guizhou/7/2008|h5n1|HM172079|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2008-XX-XX|2008	2.3.4
a/chicken/laos/p0020/2007|h5n1|CY034688|tropical|southeast_asia|laos|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.3.4
a/shanghai/1/2006|h5n1|CY098634|northern_hemisphere|china|china|human|human|human|human|2006-03-13|2006-03-13	2.3.4
a/goose/yunnan/4985/2006|h5n1|CY030929|northern_hemisphere|china|china|goose|goose|anseriforme|avian|2006-XX-XX|2006	2.3.4
a/wildduck/hunan/021/2005|h5n1|EU329177|northern_hemisphere|china|china|wildduck|duck|anseriforme|avian|2005-XX-XX|2005	2.3.4
a/duck/vietnam/37/2007|h5n1|CY029655|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/muscovyduck/vietnam/217/2005|h5n1|EU931004|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2005-12-18|2005-12-18	2.3.4
a/chicken/zhaozhuang/zg13/2010|h5n1|KP735807|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2010-08-10|2010-08-10	2.3.4
a/china/gd02/2006|h5n1|EU263981|northern_hemisphere|china|china|human|human|human|human|2006-XX-XX|2002.3.4
a/mallard/huadong/s/2005|h5n1|EU195392|northern_hemisphere|china|china|mallard|mallard|anseriforme|avian|2005-XX-XX|2005	2.3.4
a/chicken/china/jx/2011|h5n1|KC631944|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2011-12-18|2011-12-18	2.3.4
a/duck/anhui/1/06|h5n1|HM172115|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2006-XX-XX|2006	2.3.4
a/chicken/haiduong/41/2007|h5n1|JX420166|tropical|southeast_asia|vietnam|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.3.4
a/chicken/hubei/2856/2007|h5n1|FJ784851|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2007-01-29|2007-01-29	2.3.4
a/duck/haiphong/208/2006|h5n1|GU052502|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2006-XX-XX|2006	2.3.4
a/duck/vietnam/218/2005|h5n1|EU931012|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2005-12-19|2005-12-19	2.3.4
a/chicken/jiangsu/k0101/2010|h5n1|KC709803|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2010-07-XX|2010-07	2.3.4
a/duck/laos/a0301/2007|h5n1|CY040934|tropical|southeast_asia|laos|duck|duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/china/gd01/2006|h5n1|DQ835313|northern_hemisphere|china|china|human|human|human|human|2006-XX-XX|2002.3.4
a/chicken/tibet/6/2008|h5n1|HM172086|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2008-XX-XX|2008	2.3.4
a/duck/vietnam/210/2005|h5n1|EU930956|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2005-12-09|2005-12-09	2.3.4
a/goose/yunnan/4371/2006|h5n1|CY030913|northern_hemisphere|china|china|goose|goose|anseriforme|avian|2006-XX-XX|2006	2.3.4
a/water/xinjiang/3/2009|h5n1|CY098830|northern_hemisphere|china|china|water|environment|environment|environment|2009-01-16|2009-01-16	2.3.4
a/quail/thanatpin/2283/2007|h5n1|AB478025|tropical|southeast_asia|myanmar|quail|quail|galliforme|avian|2007-XX-XX|2007	2.3.4
a/anhui/1/2005|h5n1|DQ371928|northern_hemisphere|china|china|human|human|human|human|2005-11-01|2005-11-01	2.3.4
a/guangdong/1/2008|h5n1|CY098702|northern_hemisphere|china|china|human|human|human|human|2008-02-16|2008-02-16	2.3.4
a/duckfeces/hebei/5/2009|h5n1|CY098790|northern_hemisphere|china|china|duckfeces|environment|environment|environment|2009-01-06|2009-01-06	2.3.4
a/duck/hunan/1930/2007|h5n1|FJ784848|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2007-01-23|2007-01-23	2.3.4
a/duck/vietnamsonla/ncvd_33/2007|h5n1|KR732411|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/duck/shandong/009/2008|h5n1|GU596984|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2008-12-15|2008-12-15	2.3.4
a/chicken/thailand/np_172/2006|h5n1|DQ999872|tropical|southeast_asia|thailand|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.3.4
a/chicken/shandong/a_1/2009|h5n1|HM172093|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2009-XX-XX|2009	2.3.4
a/chicken/danyang/1105/2011|h5n1|KP735810|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2011-05-10|2011-05-10	2.3.4
a/duck/vietnam/208/2005|h5n1|EU930940|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2005-12-07|2005-12-07	2.3.4
a/muscovyduck/vietnam/211/2005|h5n1|EU930964|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2005-12-09|2005-12-09	2.3.4
a/chicken/fujian/1/2007|h5n1|HM172096|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.3.4
a/peregrinefalcon/hongkong/2142/2008|h5n1|CY036269|northern_hemisphere|china|hong_kong|peregrinefalcon|peregrine_falcon|neoave|avian|2008-XX-XX|2008	2.3.4
a/domesticgreen_wingedteal/hunan/3450/2006|h5n1|KC690156|northern_hemisphere|china|china|domesticgreen_wingedteal|green-winged_teal|anseriforme|avian|2006-03-16|2006-03-16	2.3.4
a/duck/laos/a0617/2007|h5n1|CY040958|tropical|southeast_asia|laos|duck|duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/shandong/1/2009|h5n1|CY098716|northern_hemisphere|china|china|human|human|human|human|2009-01-05|2009-01-05	2.3.4
a/duck/hunan/3315/2006|h5n1|FJ784855|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2006-11-30|2006-11-30	2.3.4
a/duck/hunan/11/2007|h5n1|HM172088|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/duck/laos/p0137/2007|h5n1|CY040982|tropical|southeast_asia|laos|duck|duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/chicken/ninhbinh/209/2005|h5n1|GU186732|tropical|southeast_asia|vietnam|chicken|chicken|galliforme|avian|2005-XX-XX|2005	2.3.4
a/environment/hunan/6_69/2008|h5n1|GU182182|northern_hemisphere|china|china|environment|environment|environment|environment|2008-02-XX|2008-02	2.3.4
a/jiangsu/4/2007|h5n1|KC784948|northern_hemisphere|china|china|human|human|human|human|2007-12-XX|2007-12	2.3.4
a/guineafowl/northokkalarpa/834/2007|h5n1|AB474083|tropical|southeast_asia|myanmar|guineafowl|guinea_fowl|galliforme|avian|2007-XX-XX|2007	2.3.4
a/chicken/hongkong/d_06_0947/2006|h5n1|GU052486|northern_hemisphere|china|hong_kong|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.3.4
a/pigeon/laos/p0022/2007|h5n1|CY040899|tropical|southeast_asia|laos|pigeon|pigeon|neoave|avian|2007-XX-XX|2007	2.3.4
a/sichuan/2/2006|h5n1|CY098603|northern_hemisphere|china|china|human|human|human|human|2006-01-10|2006-01-10	2.3.4
a/duck/hubei/03/2010|h5n5|JX878683|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2010-03-28|2010-03-28	2.3.4
a/chicken/yangzhou/06/2011|h5n1|KP735815|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2011-06-18|2011-06-18	2.3.4
a/zhejiang/1/2006|h5n1|FJ492880|northern_hemisphere|china|china|human|human|human|human|2006-02-21|2006-02-21	2.3.4
a/scaly_breastedmunia/hongkong/2433/2007|h5n1|CY036133|northern_hemisphere|china|hong_kong|scaly_breastedmunia|scaly_breastedmunia|other|avian|2007-XX-XX|2007	2.3.4
a/goose/yunnan/4389/2006|h5n1|CY030921|northern_hemisphere|china|china|goose|goose|anseriforme|avian|2006-XX-XX|2006	2.3.4
a/duck/yunnan/4873/2006|h5n1|CY030881|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2006-XX-XX|2006	2.3.4
a/jiangsu/6/2008|h5n1|KC784946|northern_hemisphere|china|china|human|human|human|human|2008-01-XX|2008-01	2.3.4
a/duck/henan/1647/2006|h5n1|FJ784844|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2006-12-30|2006-12-30	2.3.4
a/chicken/xuzhou/1012/2010|h5n1|KP735808|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2010-12-10|2010-12-10	2.3.4
a/chicken/dongtai/601/2011|h5n1|KP735814|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2011-01-13|2011-01-13	2.3.4
a/chicken/caobang/20/2007|h5n1|JX420182|tropical|southeast_asia|vietnam|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.3.4
a/duck/laos/p0161/2007|h5n1|CY040926|tropical|southeast_asia|laos|duck|duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/beijing/1/2009|h5n1|CY098709|northern_hemisphere|china|china|human|human|human|human|2008-12-04|2008-12-04	2.3.4
a/chicken/laos/31/2006|h5n1|CY041045|tropical|southeast_asia|laos|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.3.4
a/chicken/jiangsu/wj/2009|h5n1|KC631943|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2009-12-20|2009-12-20	2.3.4
a/goose/yunnan/5769/2006|h5n1|CY030961|northern_hemisphere|china|china|goose|goose|anseriforme|avian|2006-XX-XX|2006	2.3.4
a/chicken/laos/p0171/2007|h5n1|CY034720|tropical|southeast_asia|laos|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.3.4
a/water/hebei/3/2009|h5n1|CY098782|northern_hemisphere|china|china|water|environment|environment|environment|2009-01-06|2009-01-06	2.3.4
a/chicken/laos/p0130/2007|h5n1|CY040974|tropical|southeast_asia|laos|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.3.4
a/anhui/1/2007|h5n1|CY098681|northern_hemisphere|china|china|human|human|human|human|2007-03-17|2007-03-17	2.3.4
a/chicken/northchina/k0604/2010|h5n1|KC261466|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2010-08-XX|2010-08	2.3.4
a/duck/anhui/56/2005|h5n1|HM172107|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2005-XX-XX|2005	2.3.4
a/duck/henan/1650/2006|h5n1|FJ784845|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2006-12-30|2006-12-30	2.3.4
a/duck/haiduong/07_40/2007|h5n1|GU050389|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/chicken/easternchina/zg16/2010|h5n1|KC261467|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2010-12-XX|2010-12	2.3.4
a/chicken/shandong/k0603/2010|h5n1|KC631945|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2010-06-09|2010-06-09	2.3.4
a/peregrinefalcon/hongkong/810/2009|h5n1|AB521159|northern_hemisphere|china|hong_kong|peregrinefalcon|peregrine_falcon|neoave|avian|2009-XX-XX|2009	2.3.4
a/guangxi/1/2005|h5n1|DQ371930|northern_hemisphere|china|china|human|human|human|human|2005-11-23|2005-11-23	2.3.4
a/duck/easternchina/057/2007|h5n1|KC261463|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2007-08-XX|2007-08	2.3.4
a/chicken/hunan/21/2005|h5n1|HM172112|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2005-XX-XX|2005	2.3.4
a/duck/hubei/hangmei01/2006|h5n1|EU594349|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2006-XX-XX|2006	2.3.4
a/chicken/dongtai/1011/2010|h5n1|KP735809|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2010-11-10|2010-11-10	2.3.4
a/chicken/vietnam/216/2005|h5n1|EU930996|tropical|southeast_asia|vietnam|chicken|chicken|galliforme|avian|2005-12-18|2005-12-18	2.3.4
a/muscovyduck/haiduong/46/2007|h5n1|JX420230|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/duck/laos/25/2006|h5n1|CY041038|tropical|southeast_asia|laos|duck|duck|anseriforme|avian|2006-XX-XX|2006	2.3.4
a/chicken/gaoyou/1004/2010|h5n1|KP735811|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2010-04-10|2010-04-10	2.3.4
a/duck/yunnan/47/2006|h5n1|HM172109|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2006-XX-XX|2006	2.3.4
a/duck/vietnam/205/2005|h5n1|EU930916|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2005-12-07|2005-12-07	2.3.4
a/duck/hunan/316/2005|h5n1|KP233704|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2005-04-21|2005-04-21	2.3.4
a/chicken/easternchina/zg56/2011|h5n1|KC261465|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2011-12-XX|2011-12	2.3.4
a/environment/hunan/1_8/2007|h5n1|GU182214|northern_hemisphere|china|china|environment|environment|environment|environment|2007-03-XX|2007-03	2.3.4
a/duck/hunan/1964/2007|h5n1|FJ784849|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2007-01-23|2007-01-23	2.3.4
a/duck/vietnam/219/2005|h5n1|EU931020|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2005-12-19|2005-12-19	2.3.4
a/chicken/sichuan/81/2005|h5n1|HM172069|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2005-XX-XX|2005	2.3.4
a/hubei/1/2006|h5n1|CY098641|northern_hemisphere|china|china|human|human|human|human|2006-04-01|2006-04-01	2.3.4
a/duck/sonla/34/2007|h5n1|JX420150|tropical|southeast_asia|vietnam|duck|duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/chicken/anhui/1089/2007|h5n1|FJ784842|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2007-01-28|2007-01-28	2.3.4
a/wildbird/anhui/82/2005|h5n1|KP638516|tropical|southeast_asia|vietnam|wildbird|bird|other|avian|2005-XX-XX|2005	2.3.4
a/chicken/henan/1362/2006|h5n1|FJ784843|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2006-12-30|2006-12-30	2.3.4
a/sichuan/3/2006|h5n1|CY098648|northern_hemisphere|china|china|human|human|human|human|2006-04-16|2006-04-16	2.3.4
a/hunan/1/2008|h5n1|CY098688|northern_hemisphere|china|china|human|human|human|human|2008-01-16|2008-01-16	2.3.4
a/chicken/vietnam/212/2005|h5n1|EU930972|tropical|southeast_asia|vietnam|chicken|chicken|galliforme|avian|2005-12-09|2005-12-09	2.3.4
a/duck/jiangxi/80/2005|h5n1|HM172100|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2005-XX-XX|2005	2.3.4
a/chicken/vietnam/202/2005|h5n1|EU930892|tropical|southeast_asia|vietnam|chicken|chicken|galliforme|avian|2005-12-05|2005-12-05	2.3.4
a/duck/laos/22/2006|h5n1|CY041043|tropical|southeast_asia|laos|duck|duck|anseriforme|avian|2006-XX-XX|2006	2.3.4
a/goose/hubei/65/2005|h5n1|HM172070|northern_hemisphere|china|china|goose|goose|anseriforme|avian|2005-XX-XX|2005	2.3.4
a/duck/nong_khai/thailand/ku_56/2007|h5n1|EU221249|tropical|southeast_asia|thailand|duck|duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/muscovyduck/vietnam/209/2005|h5|EU723708|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2005-XX-XX|2005	2.3.4
a/hunan/1/2006|h5n1|FJ492879|northern_hemisphere|china|china|human|human|human|human|2006-01-27|2006-01-27	2.3.4
a/chicken/tibet/lz01/2010|h5n2|JX565019|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2010-12-XX|2010-12	2.3.4
a/duck/hunan/1994/2007|h5n1|FJ784850|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2007-01-23|2007-01-23	2.3.4
a/shrike/tibet/13/2006|h5n1|HM172101|northern_hemisphere|china|china|shrike|shrike|neoave|avian|2006-XX-XX|2006	2.3.4
a/chicken/laos/xaythiani37/2006|h5n1|EU124187|tropical|southeast_asia|laos|chicken|chicken|galliforme|avian|2006-XX-XX|2006	2.3.4
a/chicken/vietnam/209/2005|h5n1|EU930948|tropical|southeast_asia|vietnam|chicken|chicken|galliforme|avian|2005-12-08|2005-12-08	2.3.4
a/mallard/huadong/lk/2005|h5n1|EU195400|northern_hemisphere|china|china|mallard|mallard|anseriforme|avian|2005-XX-XX|2005	2.3.4
a/duck/laos/p0106/2007|h5n1|CY034704|tropical|southeast_asia|laos|duck|duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/jiangsu/2/2007|h5n1|EU434694|northern_hemisphere|china|china|human|human|human|human|2007-XX-XX|20072.3.4
a/jiangxi/1/2005|h5n1|FJ492885|northern_hemisphere|china|china|human|human|human|human|2005-12-04|2005-12-04	2.3.4
a/duck/laos/p0127/2007|h5n1|CY040910|tropical|southeast_asia|laos|duck|duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/guangdong/01/2006|h5n1|FJ492884|northern_hemisphere|china|china|human|human|human|human|2006-03-04|2006-03-04	2.3.4
a/chicken/laos/1/2008|h5n1|AB435522|tropical|southeast_asia|laos|chicken|chicken|galliforme|avian|2008-XX-XX|2008	2.3.4
a/chicken/shandong/k0701/2010|h5n1|KC709802|northern_hemisphere|china|china|chicken|chicken|galliforme|avian|2010-07-XX|2010-07	2.3.4
a/muscovyduck/bacninh/07_69/2007|h5n1|GU050349|tropical|southeast_asia|vietnam|muscovyduck|Muscovy_duck|anseriforme|avian|2007-XX-XX|2007	2.3.4
a/lesserkestrel/heilongjiang/194/2007|h5n1|GU220793|northern_hemisphere|china|china|lesserkestrel|lesser_kestrel|neoave|avian|2007-01-10|2007-01-10	2.3.4
a/china/2006|h5n1|EF624256|northern_hemisphere|china|china|human|human|human|human|2006-XX-XX|2006	2.3.4
a/duck/easternchina/909/2009|h5n1|GU727677|northern_hemisphere|china|china|duck|duck|anseriforme|avian|2009-01-15|2009-01-15	2.3.4
a/chicken/hmawbi/517/2007|h5n1|AB474082|tropical|southeast_asia|myanmar|chicken|chicken|galliforme|avian|2007-XX-XX|2007	2.3.4
